날짜,요일,공휴일,날씨,유료합계,무료합계,어른,청소년,어린이,단체,총계
2016-01-01,금,1.0,구름 조금,3359.0,1023.0,2799.0,141.0,419.0,0.0,4382.0
2016-01-02,토,1.0,구름 많음,5173.0,2092.0,4370.0,203.0,600.0,111.0,7265.0
2016-01-03,일,1.0,구름 많음,3008.0,1549.0,2571.0,128.0,309.0,0.0,4557.0
2016-01-04,월,0.0,구름 많음,890.0,800.0,602.0,53.0,235.0,223.0,1690.0
2016-01-05,화,0.0,구름 많음,416.0,840.0,319.0,35.0,62.0,47.0,1256.0
2016-01-06,수,0.0,구름 조금,367.0,807.0,277.0,41.0,49.0,0.0,1174.0
2016-01-07,목,0.0,맑음,309.0,735.0,250.0,23.0,36.0,0.0,1044.0
2016-01-08,금,0.0,구름 조금,315.0,611.0,251.0,28.0,36.0,0.0,926.0
2016-01-09,토,1.0,구름 많음,1418.0,1222.0,1227.0,78.0,113.0,80.0,2640.0
2016-01-10,일,1.0,구름 많음,2211.0,1393.0,1839.0,96.0,276.0,61.0,3604.0
2016-01-11,월,0.0,구름 조금,368.0,628.0,268.0,40.0,60.0,0.0,996.0
2016-01-12,화,0.0,구름 조금,862.0,780.0,531.0,27.0,304.0,614.0,1642.0
2016-01-13,수,0.0,구름 많음,240.0,767.0,192.0,21.0,27.0,0.0,1007.0
2016-01-14,목,0.0,구름 조금,252.0,620.0,200.0,37.0,15.0,5.0,872.0
2016-01-15,금,0.0,구름 조금,339.0,708.0,253.0,35.0,51.0,0.0,1047.0
2016-01-16,토,1.0,구름 많음,1720.0,1277.0,1395.0,97.0,228.0,167.0,2997.0
2016-01-17,일,1.0,흐림,2313.0,1135.0,1954.0,94.0,265.0,30.0,3448.0
2016-01-18,월,0.0,구름 많음,216.0,592.0,162.0,29.0,25.0,0.0,808.0
2016-01-19,화,0.0,맑음,78.0,222.0,61.0,9.0,8.0,0.0,300.0
2016-01-20,수,0.0,맑음,82.0,340.0,69.0,7.0,6.0,0.0,422.0
2016-01-21,목,0.0,구름 많음,153.0,474.0,119.0,15.0,19.0,0.0,627.0
2016-01-22,금,0.0,구름 조금,128.0,458.0,81.0,32.0,15.0,0.0,586.0
2016-01-23,토,1.0,구름 조금,296.0,594.0,198.0,80.0,18.0,71.0,890.0
2016-01-24,일,1.0,구름 조금,128.0,196.0,110.0,9.0,9.0,0.0,324.0
2016-01-25,월,0.0,맑음,72.0,350.0,58.0,10.0,4.0,0.0,422.0
2016-01-26,화,0.0,눈/비,150.0,608.0,123.0,11.0,16.0,0.0,758.0
2016-01-27,수,0.0,구름 조금,394.0,824.0,287.0,61.0,46.0,0.0,1218.0
2016-01-28,목,0.0,구름 많음,370.0,776.0,290.0,46.0,34.0,0.0,1146.0
2016-01-29,금,0.0,흐림,1074.0,703.0,663.0,50.0,361.0,571.0,1777.0
2016-01-30,토,1.0,구름 조금,2655.0,1473.0,2266.0,146.0,243.0,0.0,4128.0
2016-01-31,일,1.0,구름 조금,1510.0,1074.0,1304.0,57.0,149.0,0.0,2584.0
2016-02-01,월,0.0,맑음,3238.0,508.0,188.0,3033.0,17.0,3000.0,3746.0
2016-02-02,화,0.0,맑음,2199.0,728.0,166.0,2023.0,10.0,2000.0,2927.0
2016-02-03,수,0.0,구름 조금,296.0,834.0,264.0,23.0,9.0,0.0,1130.0
2016-02-04,목,0.0,구름 조금,371.0,749.0,319.0,31.0,21.0,0.0,1120.0
2016-02-05,금,0.0,구름 조금,304.0,536.0,234.0,41.0,29.0,0.0,840.0
2016-02-06,토,1.0,맑음,1082.0,976.0,924.0,53.0,105.0,0.0,2058.0
2016-02-07,일,1.0,맑음,1452.0,676.0,1251.0,74.0,127.0,0.0,2128.0
2016-02-08,월,1.0,구름 많음,2654.0,567.0,2286.0,123.0,245.0,0.0,3221.0
2016-02-09,화,1.0,맑음,5453.0,1607.0,4610.0,223.0,620.0,0.0,7060.0
2016-02-10,수,1.0,맑음,7080.0,2869.0,6037.0,251.0,792.0,0.0,9949.0
2016-02-11,목,0.0,구름 많음,2077.0,1021.0,1545.0,113.0,419.0,671.0,3098.0
2016-02-12,금,0.0,눈/비,97.0,260.0,74.0,17.0,6.0,0.0,357.0
2016-02-13,토,1.0,흐림,1609.0,1133.0,1401.0,41.0,167.0,45.0,2742.0
2016-02-14,일,1.0,흐림,1053.0,989.0,862.0,83.0,108.0,0.0,2042.0
2016-02-15,월,0.0,맑음,250.0,446.0,194.0,27.0,29.0,0.0,696.0
2016-02-16,화,0.0,구름 많음,235.0,759.0,178.0,25.0,32.0,0.0,994.0
2016-02-17,수,0.0,맑음,579.0,850.0,440.0,93.0,46.0,0.0,1429.0
2016-02-18,목,0.0,구름 많음,698.0,924.0,529.0,83.0,86.0,0.0,1622.0
2016-02-19,금,0.0,구름 많음,737.0,893.0,555.0,98.0,84.0,0.0,1630.0
2016-02-20,토,1.0,구름 조금,4718.0,1908.0,3926.0,193.0,599.0,73.0,6626.0
2016-02-21,일,1.0,맑음,3507.0,1595.0,2911.0,157.0,439.0,0.0,5102.0
2016-02-22,월,0.0,흐림,693.0,705.0,522.0,74.0,97.0,0.0,1398.0
2016-02-23,화,0.0,구름 많음,815.0,911.0,559.0,106.0,150.0,65.0,1726.0
2016-02-24,수,0.0,맑음,542.0,791.0,371.0,82.0,89.0,33.0,1333.0
2016-02-25,목,0.0,구름 조금,723.0,815.0,524.0,80.0,119.0,0.0,1538.0
2016-02-26,금,0.0,구름 조금,1375.0,1144.0,992.0,194.0,189.0,69.0,2519.0
2016-02-27,토,1.0,구름 많음,4798.0,1721.0,3990.0,197.0,611.0,175.0,6519.0
2016-02-28,일,1.0,구름 많음,3366.0,1604.0,2748.0,153.0,465.0,0.0,4970.0
2016-02-29,월,0.0,구름 조금,674.0,559.0,476.0,92.0,106.0,0.0,1233.0
2016-03-01,화,1.0,맑음,2937.0,1570.0,2450.0,198.0,289.0,104.0,4507.0
2016-03-02,수,0.0,구름 조금,1171.0,975.0,878.0,21.0,272.0,605.0,2146.0
2016-03-03,목,0.0,흐림,733.0,1050.0,721.0,2.0,10.0,0.0,1783.0
2016-03-04,금,0.0,흐림,1629.0,1154.0,1572.0,16.0,41.0,63.0,2783.0
2016-03-05,토,1.0,흐림,568.0,837.0,495.0,12.0,61.0,0.0,1405.0
2016-03-06,일,1.0,구름 많음,8797.0,2767.0,7669.0,219.0,909.0,0.0,11564.0
2016-03-07,월,0.0,구름 많음,705.0,775.0,683.0,5.0,17.0,0.0,1480.0
2016-03-08,화,0.0,,10480.0,1041.0,465.0,10007.0,8.0,10000.0,11521.0
2016-03-09,수,0.0,,393.0,862.0,384.0,2.0,7.0,0.0,1255.0
2016-03-10,목,0.0,,294.0,890.0,283.0,0.0,11.0,30.0,1184.0
2016-03-11,금,0.0,,1569.0,736.0,975.0,12.0,582.0,1209.0,2305.0
2016-03-12,토,1.0,흐림,5251.0,2209.0,4427.0,171.0,653.0,86.0,7460.0
2016-03-13,일,1.0,흐림,4557.0,1795.0,3897.0,125.0,535.0,100.0,6352.0
2016-03-14,월,0.0,구름 많음,1215.0,1170.0,1175.0,10.0,30.0,0.0,2385.0
2016-03-15,화,0.0,맑음,1238.0,1303.0,1205.0,10.0,23.0,41.0,2541.0
2016-03-16,수,0.0,구름 조금,1513.0,1184.0,1465.0,7.0,41.0,0.0,2697.0
2016-03-17,목,0.0,구름 조금,1342.0,1187.0,1270.0,37.0,35.0,62.0,2529.0
2016-03-18,금,0.0,흐림,1736.0,1100.0,1663.0,13.0,48.0,0.0,2836.0
2016-03-19,토,1.0,구름 조금,26448.0,6683.0,22735.0,422.0,2990.0,178.0,33131.0
2016-03-20,일,1.0,구름 조금,27093.0,7267.0,22947.0,535.0,3370.0,0.0,34360.0
2016-03-21,월,0.0,맑음,2358.0,1179.0,2223.0,14.0,70.0,0.0,3537.0
2016-03-22,화,0.0,구름 조금,1832.0,1506.0,1755.0,20.0,41.0,53.0,3338.0
2016-03-23,수,0.0,구름 조금,1553.0,1234.0,1365.0,58.0,69.0,57.0,2787.0
2016-03-24,목,0.0,맑음,1322.0,1116.0,1223.0,37.0,61.0,63.0,2438.0
2016-03-25,금,0.0,구름 조금,1999.0,1292.0,1705.0,79.0,85.0,38.0,3291.0
2016-03-26,토,1.0,맑음,16958.0,4790.0,14114.0,408.0,2094.0,62.0,21748.0
2016-03-27,일,1.0,맑음,23610.0,6879.0,20041.0,487.0,2860.0,60.0,30489.0
2016-03-28,월,0.0,맑음,2666.0,1470.0,2477.0,85.0,86.0,131.0,4136.0
2016-03-29,화,0.0,구름 많음,1133.0,1115.0,1013.0,29.0,91.0,62.0,2248.0
2016-03-30,수,0.0,구름 많음,3740.0,1117.0,2135.0,1195.0,341.0,1834.0,4857.0
2016-03-31,목,0.0,구름 많음,3174.0,1584.0,2494.0,406.0,152.0,393.0,4758.0
2016-04-01,금,0.0,맑음,5730.0,1807.0,4131.0,1210.0,274.0,1158.0,7537.0
2016-04-02,토,1.0,구름 조금,31407.0,6380.0,26605.0,561.0,3643.0,201.0,37787.0
2016-04-03,일,1.0,흐림,8038.0,1914.0,6498.0,347.0,959.0,785.0,9952.0
2016-04-04,월,0.0,구름 조금,4515.0,2298.0,4219.0,52.0,188.0,105.0,6813.0
2016-04-05,화,0.0,맑음,4652.0,2800.0,4278.0,75.0,116.0,343.0,7452.0
2016-04-06,수,0.0,구름 조금,5973.0,3059.0,4467.0,1202.0,252.0,1928.0,9032.0
2016-04-07,목,0.0,눈/비,2863.0,2150.0,2638.0,117.0,69.0,379.0,5013.0
2016-04-08,금,0.0,구름 조금,7731.0,3639.0,5984.0,1187.0,232.0,1730.0,11370.0
2016-04-09,토,1.0,구름 많음,25027.0,7852.0,20664.0,825.0,2840.0,214.0,32879.0
2016-04-10,일,1.0,구름 많음,26912.0,6227.0,22441.0,936.0,3192.0,176.0,33139.0
2016-04-11,월,0.0,맑음,7948.0,3365.0,5223.0,2145.0,424.0,2583.0,11313.0
2016-04-12,화,0.0,구름 많음,7146.0,4882.0,4595.0,2101.0,289.0,3684.0,12028.0
2016-04-13,수,1.0,눈/비,20915.0,5490.0,17011.0,708.0,2795.0,97.0,26405.0
2016-04-14,목,0.0,구름 많음,4129.0,2950.0,2683.0,778.0,444.0,1814.0,7079.0
2016-04-15,금,0.0,맑음,9746.0,4482.0,4904.0,2614.0,2028.0,6692.0,14228.0
2016-04-16,토,1.0,구름 많음,10410.0,3744.0,8454.0,268.0,1331.0,549.0,14154.0
2016-04-17,일,1.0,구름 많음,11445.0,2760.0,9618.0,278.0,1335.0,90.0,14205.0
2016-04-18,월,0.0,구름 조금,3322.0,2540.0,2591.0,17.0,387.0,660.0,5862.0
2016-04-19,화,0.0,구름 조금,8972.0,3079.0,2721.0,5064.0,1087.0,6926.0,12051.0
2016-04-20,수,0.0,,2562.0,3931.0,1890.0,10.0,567.0,1854.0,6493.0
2016-04-21,목,0.0,,2245.0,1244.0,966.0,57.0,1155.0,1482.0,3489.0
2016-04-22,금,0.0,,4562.0,5232.0,2971.0,208.0,1158.0,4091.0,9794.0
2016-04-23,토,1.0,,10921.0,3440.0,8874.0,155.0,1383.0,996.0,14361.0
2016-04-24,일,1.0,,15883.0,3759.0,13281.0,217.0,2019.0,748.0,19642.0
2016-04-25,월,0.0,맑음,16616.0,3363.0,2564.0,10248.0,3649.0,15073.0,19979.0
2016-04-26,화,0.0,,6999.0,4100.0,2805.0,2217.0,1849.0,5832.0,11099.0
2016-04-27,수,0.0,구름 많음,5318.0,4017.0,3451.0,261.0,1233.0,4548.0,9335.0
2016-04-28,목,0.0,,4498.0,6653.0,2821.0,421.0,1119.0,5376.0,11151.0
2016-04-29,금,0.0,,10245.0,4839.0,4320.0,3724.0,1321.0,7273.0,15084.0
2016-04-30,토,1.0,,16831.0,4905.0,13675.0,431.0,2050.0,1585.0,21736.0
2016-05-01,일,1.0,구름 조금,25630.0,5660.0,21986.0,570.0,3074.0,367.0,31290.0
2016-05-02,월,0.0,구름 많음,6307.0,1449.0,2712.0,57.0,3538.0,3626.0,7756.0
2016-05-03,화,0.0,,400.0,354.0,76.0,321.0,3.0,315.0,754.0
2016-05-04,수,0.0,,7703.0,3312.0,2649.0,4659.0,395.0,5942.0,11015.0
2016-05-05,목,1.0,,40219.0,18469.0,38511.0,1708.0,0.0,35.0,58688.0
2016-05-06,금,1.0,눈/비,6211.0,1951.0,4764.0,416.0,1031.0,0.0,8162.0
2016-05-07,토,1.0,,20749.0,5863.0,16823.0,1083.0,2843.0,221.0,26612.0
2016-05-08,일,1.0,구름 조금,15538.0,4181.0,13315.0,571.0,1652.0,97.0,19719.0
2016-05-09,월,0.0,구름 많음,4644.0,2239.0,2403.0,1823.0,418.0,2296.0,6883.0
2016-05-10,화,0.0,,1456.0,802.0,330.0,781.0,345.0,1365.0,2258.0
2016-05-11,수,0.0,,3842.0,3970.0,2654.0,813.0,375.0,2647.0,7812.0
2016-05-12,목,0.0,,11455.0,5560.0,5174.0,3651.0,2630.0,11190.0,17015.0
2016-05-13,금,0.0,,11619.0,5917.0,3870.0,6565.0,1184.0,10016.0,17536.0
2016-05-14,토,1.0,구름 조금,27074.0,6805.0,23106.0,743.0,3225.0,415.0,33879.0
2016-05-15,일,1.0,구름 많음,10528.0,3957.0,8826.0,364.0,1338.0,231.0,14485.0
2016-05-16,월,0.0,,2821.0,2601.0,2451.0,30.0,340.0,1026.0,5422.0
2016-05-17,화,0.0,맑음,4086.0,4337.0,3392.0,23.0,671.0,2199.0,8423.0
2016-05-18,수,0.0,,3373.0,4194.0,2629.0,119.0,625.0,2343.0,7567.0
2016-05-19,목,0.0,맑음,5075.0,4992.0,2497.0,2063.0,515.0,5026.0,10067.0
2016-05-20,금,0.0,맑음,17709.0,6267.0,2909.0,13147.0,1653.0,17416.0,23976.0
2016-05-21,토,1.0,,18569.0,5556.0,15551.0,513.0,2505.0,5595.0,24125.0
2016-05-22,일,1.0,,14802.0,4381.0,12990.0,436.0,1376.0,308.0,19183.0
2016-05-23,월,0.0,,3040.0,2767.0,2764.0,193.0,83.0,824.0,5807.0
2016-05-24,화,0.0,,3466.0,1377.0,744.0,2631.0,91.0,2984.0,4843.0
2016-05-25,수,0.0,구름 많음,3711.0,4801.0,3069.0,210.0,432.0,2491.0,8512.0
2016-05-26,목,0.0,구름 많음,5834.0,5175.0,2620.0,3099.0,115.0,5220.0,11009.0
2016-05-27,금,0.0,,8394.0,4980.0,4919.0,3098.0,377.0,5554.0,13374.0
2016-05-28,토,1.0,,21874.0,8131.0,19064.0,646.0,2164.0,1819.0,30005.0
2016-05-29,일,1.0,흐림,23785.0,6756.0,20954.0,776.0,2055.0,465.0,30541.0
2016-05-30,월,0.0,,4065.0,2567.0,3846.0,41.0,178.0,389.0,6632.0
2016-05-31,화,0.0,,4643.0,4126.0,3920.0,443.0,280.0,1790.0,8769.0
2016-06-01,수,0.0,,3946.0,3813.0,3592.0,191.0,163.0,1093.0,7759.0
2016-06-02,목,0.0,,7097.0,4195.0,4872.0,697.0,1528.0,4663.0,11292.0
2016-06-03,금,0.0,구름 조금,9236.0,3641.0,4168.0,4882.0,186.0,5631.0,12877.0
2016-06-04,토,1.0,,26790.0,7012.0,23308.0,727.0,2755.0,389.0,33802.0
2016-06-05,일,1.0,구름 조금,33504.0,8239.0,28943.0,1079.0,3482.0,190.0,41743.0
2016-06-06,월,1.0,,31030.0,8241.0,26358.0,1423.0,3249.0,392.0,39271.0
2016-06-07,화,0.0,흐림,4116.0,3217.0,3086.0,424.0,606.0,1378.0,7333.0
2016-06-08,수,0.0,구름 많음,2868.0,3303.0,2743.0,40.0,85.0,1023.0,6171.0
2016-06-09,목,0.0,구름 조금,2569.0,2945.0,2231.0,286.0,52.0,993.0,5514.0
2016-06-10,금,0.0,,4809.0,3201.0,2451.0,1705.0,653.0,3476.0,8010.0
2016-06-11,토,1.0,,12106.0,3678.0,10669.0,288.0,1149.0,996.0,15784.0
2016-06-12,일,1.0,,10813.0,3293.0,9668.0,243.0,902.0,157.0,14106.0
2016-06-13,월,0.0,,1967.0,1917.0,1808.0,6.0,153.0,522.0,3884.0
2016-06-14,화,0.0,,1512.0,2135.0,1355.0,8.0,149.0,466.0,3647.0
2016-06-15,수,0.0,,268.0,578.0,256.0,3.0,9.0,76.0,846.0
2016-06-16,목,0.0,,2560.0,2012.0,2417.0,21.0,122.0,1571.0,4572.0
2016-06-17,금,0.0,,2166.0,2313.0,1900.0,35.0,231.0,843.0,4479.0
2016-06-18,토,1.0,,10133.0,3805.0,8888.0,169.0,1076.0,375.0,13938.0
2016-06-19,일,1.0,,9586.0,3353.0,8472.0,165.0,949.0,32.0,12939.0
2016-06-20,월,0.0,,2865.0,1526.0,2239.0,28.0,598.0,94.0,4391.0
2016-06-21,화,0.0,,1230.0,1537.0,1181.0,16.0,33.0,305.0,2767.0
2016-06-22,수,0.0,,579.0,1031.0,508.0,43.0,28.0,104.0,1610.0
2016-06-23,목,0.0,,1792.0,1872.0,1572.0,22.0,198.0,472.0,3664.0
2016-06-24,금,0.0,,668.0,837.0,629.0,6.0,33.0,110.0,1505.0
2016-06-25,토,1.0,구름 많음,10213.0,3586.0,9060.0,127.0,1026.0,123.0,13799.0
2016-06-26,일,1.0,,9464.0,3788.0,8405.0,116.0,943.0,65.0,13252.0
2016-06-27,월,0.0,,1713.0,1325.0,1603.0,42.0,68.0,90.0,3038.0
2016-06-28,화,0.0,,1420.0,1198.0,1283.0,51.0,86.0,168.0,2618.0
2016-06-29,수,0.0,구름 많음,1318.0,1120.0,1224.0,21.0,73.0,45.0,2438.0
2016-06-30,목,0.0,눈/비,1202.0,1155.0,1120.0,29.0,53.0,185.0,2357.0
2016-07-01,금,0.0,눈/비,2000.0,712.0,1182.0,16.0,802.0,1675.0,2712.0
2016-07-02,토,1.0,,6456.0,2670.0,5707.0,71.0,678.0,0.0,9126.0
2016-07-03,일,1.0,흐림,8052.0,2791.0,7175.0,61.0,816.0,0.0,10843.0
2016-07-04,월,0.0,눈/비,205.0,472.0,179.0,5.0,21.0,0.0,677.0
2016-07-05,화,0.0,,73.0,182.0,27.0,45.0,1.0,35.0,255.0
2016-07-06,수,0.0,,984.0,859.0,807.0,92.0,85.0,0.0,1843.0
2016-07-07,목,0.0,눈/비,1044.0,991.0,851.0,64.0,129.0,103.0,2035.0
2016-07-08,금,0.0,구름 조금,1645.0,1453.0,1281.0,286.0,78.0,215.0,3098.0
2016-07-09,토,1.0,구름 조금,3526.0,1933.0,3066.0,166.0,294.0,71.0,5459.0
2016-07-10,일,1.0,구름 많음,3137.0,1551.0,2700.0,155.0,282.0,0.0,4688.0
2016-07-11,월,0.0,구름 많음,721.0,866.0,643.0,25.0,53.0,46.0,1587.0
2016-07-12,화,0.0,눈/비,10735.0,953.0,493.0,10208.0,34.0,10162.0,11688.0
2016-07-13,수,0.0,구름 많음,3116.0,941.0,914.0,2134.0,68.0,2169.0,4057.0
2016-07-14,목,0.0,구름 많음,1098.0,999.0,787.0,243.0,68.0,245.0,2097.0
2016-07-15,금,0.0,흐림,2188.0,924.0,904.0,105.0,1179.0,30.0,3112.0
2016-07-16,토,1.0,눈/비,411.0,591.0,356.0,11.0,44.0,0.0,1002.0
2016-07-17,일,1.0,흐림,7120.0,2398.0,6192.0,178.0,750.0,0.0,9518.0
2016-07-18,월,0.0,구름 많음,1672.0,1181.0,1502.0,49.0,121.0,67.0,2853.0
2016-07-19,화,0.0,구름 조금,1147.0,1120.0,946.0,112.0,89.0,119.0,2267.0
2016-07-20,수,0.0,구름 많음,821.0,887.0,674.0,57.0,90.0,0.0,1708.0
2016-07-21,목,0.0,구름 많음,925.0,914.0,745.0,90.0,90.0,0.0,1839.0
2016-07-22,금,0.0,구름 많음,677.0,723.0,547.0,78.0,52.0,0.0,1400.0
2016-07-23,토,1.0,흐림,2744.0,1507.0,2367.0,130.0,247.0,30.0,4251.0
2016-07-24,일,1.0,눈/비,3152.0,1476.0,2654.0,152.0,346.0,0.0,4628.0
2016-07-25,월,0.0,구름 많음,1306.0,726.0,1011.0,99.0,196.0,33.0,2032.0
2016-07-26,화,0.0,구름 많음,1023.0,837.0,821.0,82.0,120.0,0.0,1860.0
2016-07-27,수,0.0,눈/비,816.0,646.0,623.0,58.0,135.0,0.0,1462.0
2016-07-28,목,0.0,구름 많음,1523.0,860.0,1192.0,105.0,226.0,0.0,2383.0
2016-07-29,금,0.0,눈/비,4763.0,477.0,1164.0,3048.0,551.0,3689.0,5240.0
2016-07-30,토,1.0,눈/비,4445.0,1647.0,3708.0,206.0,531.0,64.0,6092.0
2016-07-31,일,1.0,구름 많음,3836.0,1319.0,3295.0,164.0,377.0,115.0,5155.0
2016-08-01,월,0.0,눈/비,3255.0,1195.0,2623.0,180.0,452.0,30.0,4450.0
2016-08-02,화,0.0,흐림,3117.0,1242.0,2495.0,155.0,467.0,129.0,4359.0
2016-08-03,수,0.0,구름 많음,1919.0,1099.0,1566.0,105.0,248.0,0.0,3018.0
2016-08-04,목,0.0,구름 조금,1148.0,535.0,934.0,77.0,137.0,0.0,1683.0
2016-08-05,금,0.0,구름 조금,1219.0,547.0,937.0,113.0,169.0,0.0,1766.0
2016-08-06,토,1.0,구름 많음,2027.0,1002.0,1632.0,193.0,202.0,106.0,3029.0
2016-08-07,일,1.0,구름 많음,1690.0,896.0,1411.0,99.0,180.0,0.0,2586.0
2016-08-08,월,0.0,구름 많음,657.0,461.0,489.0,74.0,94.0,0.0,1118.0
2016-08-09,화,0.0,구름 많음,637.0,551.0,474.0,57.0,106.0,0.0,1188.0
2016-08-10,수,0.0,구름 많음,628.0,570.0,475.0,56.0,97.0,0.0,1198.0
2016-08-11,목,0.0,구름 조금,642.0,464.0,471.0,62.0,109.0,0.0,1106.0
2016-08-12,금,0.0,구름 조금,715.0,507.0,544.0,69.0,102.0,0.0,1222.0
2016-08-13,토,1.0,구름 많음,2176.0,1001.0,1760.0,107.0,309.0,76.0,3177.0
2016-08-14,일,1.0,눈/비,4961.0,1198.0,4327.0,171.0,463.0,1062.0,6159.0
2016-08-15,월,1.0,구름 많음,3300.0,956.0,2675.0,243.0,382.0,0.0,4256.0
2016-08-16,화,0.0,구름 많음,910.0,518.0,704.0,64.0,142.0,96.0,1428.0
2016-08-17,수,0.0,구름 조금,922.0,532.0,548.0,242.0,132.0,243.0,1454.0
2016-08-18,목,0.0,구름 많음,10774.0,585.0,599.0,10023.0,152.0,10038.0,11359.0
2016-08-19,금,0.0,구름 많음,4702.0,643.0,1150.0,3061.0,491.0,3810.0,5345.0
2016-08-20,토,1.0,구름 많음,4039.0,1429.0,3421.0,133.0,485.0,30.0,5468.0
2016-08-21,일,1.0,구름 많음,3086.0,1343.0,2660.0,94.0,332.0,0.0,4429.0
2016-08-22,월,0.0,구름 많음,592.0,496.0,516.0,15.0,61.0,0.0,1088.0
2016-08-23,화,0.0,눈/비,534.0,612.0,450.0,13.0,71.0,0.0,1146.0
2016-08-24,수,0.0,구름 많음,623.0,713.0,518.0,44.0,61.0,0.0,1336.0
2016-08-25,목,0.0,구름 많음,591.0,698.0,536.0,11.0,44.0,42.0,1289.0
2016-08-26,금,0.0,구름 많음,1532.0,1043.0,1442.0,10.0,80.0,0.0,2575.0
2016-08-27,토,1.0,구름 조금,15075.0,3960.0,13366.0,242.0,1467.0,139.0,19035.0
2016-08-28,일,1.0,구름 많음,13758.0,4460.0,12114.0,231.0,1413.0,0.0,18218.0
2016-08-29,월,0.0,구름 많음,2472.0,1164.0,2321.0,44.0,107.0,0.0,3636.0
2016-08-30,화,0.0,흐림,2102.0,1280.0,1988.0,39.0,75.0,0.0,3382.0
2016-08-31,수,0.0,눈/비,20396.0,294.0,44.0,75.0,20277.0,75.0,20690.0
2016-09-01,목,0.0,눈/비,1354.0,1371.0,1224.0,69.0,61.0,258.0,2725.0
2016-09-02,금,0.0,구름 많음,1809.0,1075.0,1501.0,211.0,97.0,226.0,2884.0
2016-09-03,토,1.0,흐림,14477.0,5503.0,12693.0,233.0,1551.0,30.0,19980.0
2016-09-04,일,1.0,구름 많음,15554.0,4261.0,13769.0,223.0,1562.0,0.0,19815.0
2016-09-05,월,0.0,구름 많음,1693.0,1091.0,1480.0,142.0,71.0,161.0,2784.0
2016-09-06,화,0.0,구름 많음,1347.0,1459.0,1191.0,131.0,25.0,258.0,2806.0
2016-09-07,수,0.0,구름 많음,1426.0,1142.0,1176.0,25.0,225.0,489.0,2568.0
2016-09-08,목,0.0,눈/비,786.0,931.0,669.0,7.0,110.0,185.0,1717.0
2016-09-09,금,0.0,구름 많음,7616.0,1249.0,1171.0,6242.0,203.0,6489.0,8865.0
2016-09-10,토,1.0,구름 많음,11978.0,4088.0,10518.0,260.0,1200.0,60.0,16066.0
2016-09-11,일,1.0,구름 많음,14362.0,5156.0,12597.0,254.0,1511.0,95.0,19518.0
2016-09-12,월,0.0,구름 많음,2104.0,872.0,1672.0,90.0,342.0,92.0,2976.0
2016-09-13,화,0.0,구름 많음,3060.0,1303.0,2084.0,729.0,247.0,670.0,4363.0
2016-09-14,수,1.0,눈/비,9390.0,2322.0,8214.0,214.0,962.0,38.0,11712.0
2016-09-15,목,1.0,구름 조금,14638.0,3303.0,12931.0,400.0,1307.0,0.0,17941.0
2016-09-16,금,1.0,구름 많음,25123.0,7596.0,21780.0,583.0,2760.0,30.0,32719.0
2016-09-17,토,1.0,구름 많음,15467.0,4453.0,13452.0,311.0,1704.0,0.0,19920.0
2016-09-18,일,1.0,구름 많음,16059.0,5501.0,14286.0,298.0,1475.0,0.0,21560.0
2016-09-19,월,0.0,구름 많음,2046.0,1314.0,1899.0,35.0,112.0,34.0,3360.0
2016-09-20,화,0.0,맑음,2211.0,2236.0,1760.0,41.0,410.0,867.0,4447.0
2016-09-21,수,0.0,구름 많음,1679.0,2146.0,1566.0,9.0,104.0,400.0,3825.0
2016-09-22,목,0.0,구름 조금,2098.0,2467.0,1696.0,6.0,396.0,781.0,4565.0
2016-09-23,금,0.0,맑음,2677.0,3032.0,2132.0,160.0,385.0,1386.0,5709.0
2016-09-24,토,1.0,구름 조금,16891.0,6656.0,14652.0,216.0,2023.0,586.0,23547.0
2016-09-25,일,1.0,구름 많음,16647.0,4513.0,14608.0,277.0,1762.0,237.0,21160.0
2016-09-26,월,0.0,구름 많음,2048.0,1665.0,1807.0,25.0,216.0,316.0,3713.0
2016-09-27,화,0.0,눈/비,610.0,873.0,179.0,0.0,431.0,449.0,1483.0
2016-09-28,수,0.0,구름 많음,1343.0,2683.0,1068.0,40.0,235.0,1118.0,4026.0
2016-09-29,목,0.0,구름 많음,2462.0,3124.0,1919.0,152.0,391.0,1844.0,5586.0
2016-09-30,금,0.0,구름 많음,4248.0,3624.0,2878.0,534.0,836.0,3097.0,7872.0
2016-10-01,토,1.0,구름 많음,20582.0,7112.0,17842.0,294.0,2446.0,64.0,27694.0
2016-10-02,일,1.0,눈/비,1057.0,800.0,866.0,36.0,155.0,0.0,1857.0
2016-10-03,월,1.0,구름 조금,22425.0,8334.0,19036.0,340.0,3049.0,326.0,30759.0
2016-10-04,화,0.0,맑음,14651.0,2574.0,3315.0,10053.0,1283.0,10747.0,17225.0
2016-10-05,수,0.0,구름 조금,3210.0,1694.0,2565.0,167.0,478.0,1839.0,4904.0
2016-10-06,목,0.0,구름 조금,5279.0,3499.0,2363.0,949.0,1967.0,4179.0,8778.0
2016-10-07,금,0.0,구름 많음,4705.0,3960.0,2415.0,1543.0,747.0,3551.0,8665.0
2016-10-08,토,1.0,흐림,12426.0,4062.0,10773.0,342.0,1311.0,1013.0,16488.0
2016-10-09,일,1.0,맑음,17453.0,5593.0,15187.0,416.0,1850.0,131.0,23046.0
