날짜,요일,공휴일,날씨,유료합계,어른,청소년,어린이,외국인,단체,무료합계,총계
2018-02-21,수,0,구름 조금,465,362,41,62,3,0,704,"1,169"
2018-02-22,목,0,구름 많음,562,424,58,80,17,0,786,"1,348"
2018-02-23,금,0,구름 조금,490,352,53,85,9,0,589,"1,079"
2018-02-24,토,1,구름 많음,"2,125","1,810",65,250,33,36,"1,237","3,362"
2018-02-25,일,1,맑음,"4,517","3,856",123,538,34,0,"1,622","6,139"
2018-02-26,월,0,구름 조금,"1,417","1,081",97,239,17,0,835,"2,252"
2018-02-27,화,0,흐림,769,543,89,137,11,0,748,"1,517"
2018-02-28,수,0,비,168,123,8,37,6,0,458,626
2018-03-01,목,1,맑음,"2,320","1,948",112,260,24,75,970,"3,290"
2018-03-02,금,0,맑음,712,649,8,55,25,0,788,"1,500"
2018-03-03,토,1,구름 많음,"10,711","9,307",224,"1,180",58,30,"3,829","14,540"
2018-03-04,일,1,흐림,"2,268","1,926",78,264,52,0,"1,351","3,619"
2018-03-05,월,0,구름 조금,546,536,2,8,2,0,503,"1,049"
2018-03-06,화,0,구름 조금,739,722,5,12,27,0,"1,012","1,751"
2018-03-07,수,0,구름 많음,583,564,4,15,20,0,851,"1,434"
2018-03-08,목,0,흐림,139,135,2,2,8,0,465,604
2018-03-09,금,0,구름 조금,495,472,5,18,31,30,871,"1,366"
2018-03-10,토,1,구름 조금,"7,513","6,454",137,922,79,0,"3,210","10,723"
2018-03-11,일,1,구름 조금,"11,235","9,619",231,"1,385",13,0,"3,277","14,512"
2018-03-12,월,0,맑음,818,805,4,9,32,0,737,"1,555"
2018-03-13,화,0,구름 조금,889,845,5,39,39,34,930,"1,819"
2018-03-14,수,0,구름 조금,"1,872","1,775",43,54,22,30,"1,160","3,032"
2018-03-15,목,0,비,82,76,0,6,3,0,308,390
2018-03-16,금,0,맑음,"1,118","1,073",13,32,42,0,983,"2,101"
2018-03-17,토,1,구름 많음,"17,044","14,635",256,"2,153",44,87,"4,667","21,711"
2018-03-18,일,1,흐림,"8,256","6,882",192,"1,182",67,0,"3,084","11,340"
2018-03-19,월,0,구름 조금,295,282,1,12,9,0,490,785
2018-03-20,화,0,구름 많음,377,346,9,22,30,0,851,"1,228"
2018-03-21,수,0,눈,"1,673",353,828,492,4,0,511,"2,184"
2018-03-22,목,0,맑음,603,580,13,10,44,41,956,"1,559"
2018-03-23,금,0,구름 조금,"1,002",901,49,52,18,68,920,"1,922"
2018-03-24,토,1,구름 조금,"6,364","5,428",174,762,59,94,"2,054","8,418"
2018-03-25,일,1,맑음,"5,576","4,723",216,637,114,0,"1,758","7,334"
2018-03-26,월,0,맑음,621,576,15,30,26,0,606,"1,227"
2018-03-27,화,0,구름 조금,560,497,21,42,26,0,737,"1,297"
2018-03-28,수,0,구름 조금,964,838,82,44,18,69,866,"1,830"
2018-03-29,목,0,구름 조금,725,671,18,36,41,69,863,"1,588"
2018-03-30,금,0,맑음,"2,395","1,685",621,89,60,618,"1,275","3,670"
2018-03-31,토,1,구름 조금,"17,894","15,235",257,"2,402",101,298,"6,715","24,609"
2018-04-01,일,1,흐림,"10,899","9,247",197,"1,455",156,36,"4,222","15,121"
2018-04-02,월,0,,"1,818","1,697",13,108,12,30,967,"2,785"
2018-04-03,화,0,,"2,140","1,861",103,176,67,271,"1,549","3,689"
2018-04-04,수,0,,"1,585","1,453",47,85,32,0,990,"2,575"
2018-04-05,목,0,,559,145,408,6,7,394,433,992
2018-04-06,금,0,구름 많음,"2,933","1,189","1,549",195,31,"1,752",987,"3,920"
2018-04-07,토,1,구름 많음,"9,469","8,279",223,967,88,181,"3,272","12,741"
2018-04-08,일,1,흐림,"9,341","7,953",220,"1,168",139,0,"3,342","12,683"
2018-04-09,월,0,구름 조금,"3,844","2,904",760,180,50,943,"1,931","5,775"
2018-04-10,화,0,구름 많음,"3,726","3,045",531,150,66,"1,184","3,510","7,236"
2018-04-11,수,0,맑음,"2,229","1,887",288,54,68,385,"1,955","4,184"
2018-04-12,목,0,맑음,"4,025","3,094",539,392,26,"1,460","3,239","7,264"
2018-04-13,금,0,구름 많음,"5,380","4,035","1,119",226,49,"1,743","3,314","8,694"
2018-04-14,토,1,흐림,"1,075",944,24,107,16,40,"1,022","2,097"
2018-04-15,일,1,구름 조금,"16,642","14,214",318,"2,110",145,30,"4,713","21,355"
2018-04-16,월,0,구름 조금,"3,299","3,110",21,168,31,376,"2,181","5,480"
2018-04-17,화,0,맑음,"2,530","2,173",32,325,26,844,"2,634","5,164"
2018-04-18,수,0,맑음,"2,826","2,083",89,654,61,"1,329","2,808","5,634"
2018-04-19,목,0,맑음,"2,455","2,150",117,188,21,"1,053","2,614","5,069"
2018-04-20,금,0,맑음,"3,459","2,759",100,600,43,"1,273","1,894","5,353"
2018-04-21,토,1,구름 조금,"21,602","18,559",329,"2,714",200,"1,076","11,008","32,610"
2018-04-22,일,1,비,"5,932","5,156",56,720,81,974,"1,748","7,680"
2018-04-23,월,0,비,61,55,2,4,0,0,227,288
2018-04-24,화,0,구름 많음,"1,685","1,122",25,538,44,"1,538","2,655","4,340"
2018-04-25,수,0,맑음,"4,324","2,831",545,948,70,"3,560","4,309","8,633"
2018-04-26,목,0,구름 조금,"10,774","3,347","6,138","1,289",76,"10,674","5,059","15,833"
2018-04-27,금,0,맑음,"10,229","9,107",404,718,26,"9,758","4,121","14,350"
2018-04-28,토,1,맑음,"17,221","14,736",313,"2,172",43,858,"5,743","22,964"
2018-04-29,일,1,구름 조금,"22,455","19,172",313,"2,970",229,681,"7,319","29,774"
2018-04-30,월,0,구름 조금,"4,035","3,387",158,490,37,"1,485","11,066","15,101"
2018-05-01,화,0,흐림,"16,617","13,436","1,974","1,207",194,"2,092","5,667","22,284"
2018-05-02,수,0,비,697,227,338,132,14,449,652,"1,349"
2018-05-03,목,0,흐림,"6,490","1,251","1,148","4,091",24,"6,124","2,613","9,103"
2018-05-04,금,0,맑음,"8,372","3,297","4,471",604,47,"5,642","3,026","11,398"
2018-05-05,토,1,맑음,"29,521","28,592",899,30,208,65,"22,789","52,310"
2018-05-06,일,1,비,"2,624","2,109",162,353,65,125,720,"3,344"
2018-05-07,월,1,구름 많음,"24,639","20,266",900,"3,473",182,30,"8,182","32,821"
2018-05-08,화,0,,"3,600","2,370",895,335,17,"1,051","2,128","5,728"
2018-05-09,수,0,,"2,938","2,360",160,418,34,"1,677","2,954","5,892"
2018-05-10,목,0,,"3,138","2,028",433,677,35,"2,421","3,624","6,762"
2018-05-11,금,0,구름 많음,"6,050","2,408","2,943",699,1,"5,003","3,785","9,835"
2018-05-12,토,1,비,801,739,11,51,32,269,544,"1,345"
2018-05-13,일,1,구름 조금,"17,365","14,802",484,"2,079",209,503,"5,766","23,131"
2018-05-14,월,0,맑음,"2,153","1,755",219,179,24,905,"1,949","4,102"
2018-05-15,화,0,구름 많음,"2,476","1,494",829,153,28,"1,526","2,349","4,825"
2018-05-16,수,0,비,222,107,37,78,7,373,674,896
2018-05-17,목,0,비,830,211,583,36,7,752,479,"1,309"
2018-05-18,금,0,흐림,"4,252",813,"3,092",347,19,"3,607","1,240","5,492"
2018-05-19,토,1,맑음,"24,047","20,837",380,"2,830",110,396,"9,608","33,655"
2018-05-20,일,1,구름 많음,"23,579","19,838",555,"3,186",341,378,"6,870","30,449"
2018-05-21,월,0,구름 조금,"13,403","10,464",677,"2,262",65,735,"5,895","19,298"
2018-05-22,화,1,흐림,"21,239","17,400",600,"3,239",92,652,"7,256","28,495"
2018-05-23,수,0,맑음,"2,802","2,446",97,259,59,"1,417","3,500","6,302"
2018-05-24,목,0,맑음,"2,706","2,224",426,56,123,"1,370","3,681","6,387"
2018-05-25,금,0,구름 많음,"5,120","2,893","1,923",304,92,"2,676","3,337","8,457"
2018-05-26,토,1,맑음,"20,847","18,389",582,"1,876",201,"1,664","6,858","27,705"
2018-05-27,일,1,구름 많음,"24,339","21,527",555,"2,257",373,324,"7,905","32,244"
2018-05-28,월,0,구름 조금,"23,912","11,939","10,369","1,604",180,"10,733","3,293","27,205"
2018-05-29,화,0,구름 많음,"3,637","3,490",18,129,33,"1,690","5,104","8,741"
2018-05-30,수,0,구름 많음,"4,129","3,939",134,56,79,742,"3,174","7,303"
2018-05-31,목,0,맑음,"5,134","4,562",468,104,117,"1,609","21,142","26,276"
2018-06-01,금,0,맑음,"6,257","4,046","1,997",214,106,"3,118","3,712","9,969"
2018-06-02,토,1,맑음,"20,225","18,090",368,"1,767",208,431,"6,116","26,341"
2018-06-03,일,1,맑음,"20,260","18,092",384,"1,784",202,93,"5,548","25,808"
2018-06-04,월,0,구름 많음,"3,232","3,079",44,109,138,283,"2,690","5,922"
2018-06-05,화,0,구름 조금,"4,678","3,209","1,276",193,111,"2,802","4,349","9,027"
2018-06-06,수,1,맑음,"22,109","19,205",668,"2,236",261,338,"7,835","29,944"
2018-06-07,목,0,구름 조금,"3,102","2,504",512,86,56,"1,315","3,069","6,171"
2018-06-08,금,0,구름 조금,"3,315","2,902",254,159,120,"1,173","3,842","7,157"
2018-06-09,토,1,흐림,"13,365","11,826",373,"1,166",116,355,"4,671","18,036"
2018-06-10,일,1,흐림,"15,026","13,255",217,"1,554",171,89,"4,302","19,328"
2018-06-11,월,0,구름 많음,"1,828","1,669",68,91,39,449,"1,798","3,626"
2018-06-12,화,0,구름 조금,"2,997","1,920",841,236,42,"1,548","2,550","5,547"
2018-06-13,수,1,구름 많음,"13,317","11,569",282,"1,466",205,0,"4,680","17,997"
2018-06-14,목,0,비,962,911,13,38,33,62,804,"1,766"
2018-06-15,금,0,구름 조금,"2,311","1,710",424,177,38,"1,053","2,051","4,362"
2018-06-16,토,1,구름 조금,"11,555","10,154",181,"1,220",38,70,"3,652","15,207"
2018-06-17,일,1,구름 많음,"9,181","7,963",162,"1,056",130,30,"3,073","12,254"
2018-06-18,월,0,맑음,"1,166","1,085",20,61,23,192,"1,266","2,432"
2018-06-19,화,0,구름 많음,"2,110","1,078",20,"1,012",60,"1,222","1,671","3,781"
2018-06-20,수,0,구름 조금,"1,514","1,297",98,119,56,753,"1,698","3,212"
2018-06-21,목,0,맑음,"1,225","1,173",21,31,25,455,"1,668","2,893"
2018-06-22,금,0,구름 조금,"14,422","1,950","11,576",896,49,"13,462","1,600","16,022"
2018-06-23,토,1,구름 많음,"6,410","5,704",82,624,99,61,"2,435","8,845"
2018-06-24,일,1,맑음,"4,906","4,335",76,495,193,30,"1,647","6,553"
2018-06-25,월,0,구름 많음,"1,180","1,116",20,44,94,170,"1,104","2,284"
2018-06-26,화,0,비,"13,560","11,753",769,"1,038",5,"12,927",206,"13,766"
2018-06-27,수,0,구름 많음,944,872,15,57,38,72,"1,042","1,986"
2018-06-28,목,0,구름 많음,764,703,14,47,20,254,"1,205","1,969"
2018-06-29,금,0,구름 많음,"7,072","1,013","5,884",175,30,"6,067","1,028","8,100"
2018-06-30,토,1,비,"1,998","1,709",61,228,41,30,"1,606","3,604"
2018-07-01,일,1,비,114,98,2,14,4,0,297,411
2018-07-02,월,0,비,105,101,1,3,15,0,229,334
2018-07-03,화,0,구름 많음,826,747,32,47,35,73,951,"1,777"
2018-07-04,수,0,구름 많음,679,620,24,35,47,36,889,"1,568"
2018-07-05,목,0,비,556,494,35,27,53,0,727,"1,283"
2018-07-06,금,0,구름 많음,"1,221","1,072",58,91,51,132,"1,197","2,418"
2018-07-07,토,1,구름 많음,"8,313","7,308",165,840,68,99,"2,866","11,179"
2018-07-08,일,1,흐림,"9,309","8,061",191,"1,057",106,35,"2,898","12,207"
2018-07-09,월,0,비,183,164,5,14,21,0,391,574
2018-07-10,화,0,흐림,772,659,66,47,32,63,842,"1,614"
2018-07-11,수,0,구름 많음,680,589,36,55,35,31,727,"1,407"
2018-07-12,목,0,구름 조금,"1,665","1,138",38,489,42,925,852,"2,517"
2018-07-13,금,0,구름 많음,664,570,52,42,24,84,692,"1,356"
2018-07-14,토,1,구름 조금,"2,638","2,269",91,278,125,0,"1,280","3,918"
2018-07-15,일,1,구름 조금,"2,003","1,692",121,190,38,67,"1,028","3,031"
2018-07-16,월,0,맑음,364,330,7,27,42,0,488,852
2018-07-17,화,0,맑음,565,309,226,30,40,213,574,"1,139"
2018-07-18,수,0,맑음,"14,145","10,322","3,296",527,43,"10,866",552,"14,697"
2018-07-19,목,0,맑음,346,275,42,29,58,0,553,899
2018-07-20,금,0,맑음,375,237,100,38,25,63,381,756
2018-07-21,토,1,맑음,747,660,27,60,40,32,790,"1,537"
2018-07-22,일,1,구름 조금,690,597,37,56,129,0,538,"1,228"
2018-07-23,월,0,,295,226,32,37,14,0,310,605
2018-07-24,화,0,,247,168,56,23,26,33,269,516
2018-07-25,수,0,,268,187,59,22,12,30,383,651
2018-07-26,목,0,,340,257,41,42,21,0,372,712
2018-07-27,금,0,구름 많음,"1,438",220,"1,181",37,52,"1,157",392,"1,830"
2018-07-28,토,1,비,703,602,21,80,63,70,707,"1,410"
2018-07-29,일,1,구름 조금,"1,157",983,46,128,79,0,463,"1,620"
2018-07-30,월,0,구름 많음,581,478,46,57,15,0,356,937
2018-07-31,화,0,구름 조금,507,399,45,63,58,0,813,"1,320"
2018-08-01,수,0,맑음,319,253,30,34,13,0,288,607
2018-08-02,목,0,구름 조금,424,346,39,39,64,0,368,792
2018-08-03,금,0,구름 조금,524,474,22,28,113,0,177,701
2018-08-04,토,1,구름 조금,975,837,35,103,137,0,583,"1,558"
2018-08-05,일,1,구름 많음,"1,088",930,38,120,27,0,602,"1,690"
2018-08-06,월,0,구름 많음,497,399,29,69,37,0,318,815
2018-08-07,화,0,구름 많음,459,329,48,82,54,0,357,816
2018-08-08,수,0,구름 많음,420,288,67,65,33,47,300,720
2018-08-09,목,0,비,676,329,61,286,15,258,396,"1,072"
2018-08-10,금,0,비,432,315,51,66,37,0,293,725
2018-08-11,토,1,구름 조금,"1,421","1,212",50,159,57,0,649,"2,070"
2018-08-12,일,1,구름 많음,"2,409","2,133",95,181,67,710,698,"3,107"
2018-08-13,월,0,구름 많음,532,385,34,113,32,30,333,865
2018-08-14,화,0,구름 많음,599,283,264,52,5,33,344,943
2018-08-15,수,1,구름 많음,"1,227","1,006",66,155,36,0,563,"1,790"
2018-08-16,목,0,구름 조금,383,292,17,74,13,0,372,755
2018-08-17,금,0,맑음,"1,149",668,379,102,19,361,541,"1,690"
2018-08-18,토,1,구름 조금,"5,675","4,947",110,618,86,31,"2,181","7,856"
2018-08-19,일,1,구름 많음,"5,613","4,939",109,565,131,0,"1,707","7,320"
2018-08-20,월,0,구름 많음,794,657,27,110,30,0,521,"1,315"
2018-08-21,화,0,구름 많음,653,537,23,93,29,0,532,"1,185"
2018-08-22,수,0,구름 조금,"1,020",704,15,301,24,432,481,"1,501"
2018-08-23,목,0,비,227,202,2,23,36,0,293,520
2018-08-24,금,0,비,257,212,11,34,23,0,223,480
2018-08-25,토,1,구름 많음,"7,588","6,644",114,830,51,37,"2,670","10,258"
2018-08-26,일,1,비,"3,683","3,161",64,458,83,0,"1,743","5,426"
2018-08-27,월,0,비,238,218,5,15,22,0,311,549
2018-08-28,화,0,비,86,75,5,6,10,61,558,644
2018-08-29,수,0,비,"3,963","3,408",215,340,20,"3,713",379,"4,342"
2018-08-30,목,0,구름 많음,561,518,5,38,30,0,505,"1,066"
2018-08-31,금,0,구름 많음,"1,251","1,114",58,79,8,38,"1,122","2,373"
2018-09-01,토,1,구름 조금,"10,306","8,969",132,"1,205",86,31,"4,876","15,182"
2018-09-02,일,1,구름 많음,"12,283","10,619",177,"1,487",61,0,"3,258","15,541"
2018-09-03,월,0,비,183,173,1,9,19,51,501,684
2018-09-04,화,0,구름 조금,"1,122","1,013",16,93,21,151,"1,089","2,211"
2018-09-05,수,0,맑음,"1,716","1,308",360,48,45,352,"1,194","2,910"
2018-09-06,목,0,구름 많음,"1,221","1,143",10,68,27,140,"1,162","2,383"
2018-09-07,금,0,구름 조금,"2,068","1,469",537,62,45,825,"1,402","3,470"
2018-09-08,토,1,맑음,"17,054","14,447",190,"2,417",63,965,"5,049","22,103"
2018-09-09,일,1,구름 조금,"16,753","14,333",222,"2,198",150,44,"6,449","23,202"
2018-09-10,월,0,구름 조금,"2,233","1,567",450,216,29,662,"1,096","3,329"
2018-09-11,화,0,구름 많음,"1,636","1,443",19,174,29,536,"1,910","3,546"
2018-09-12,수,0,구름 조금,"1,670","1,315",5,350,24,500,"1,362","3,032"
2018-09-13,목,0,구름 많음,"1,420","1,366",9,45,42,321,"1,762","3,182"
2018-09-14,금,0,흐림,"1,480","1,189",108,183,49,793,"1,631","3,111"
2018-09-15,토,1,흐림,"7,084","6,047",156,881,18,995,"3,602","10,686"
2018-09-16,일,1,흐림,"6,738","5,751",156,831,41,121,"2,310","9,048"
2018-09-17,월,0,맑음,"1,667","1,593",11,63,38,69,"1,344","3,011"
2018-09-18,화,0,구름 많음,"1,739","1,299",12,428,44,654,"1,571","3,310"
2018-09-19,수,0,구름 많음,"5,846","4,747",329,770,32,"5,044","1,487","7,333"
2018-09-20,목,0,흐림,"1,175",449,1,725,8,"1,028",521,"1,696"
2018-09-21,금,0,흐림,327,296,12,19,6,30,414,741
2018-09-22,토,1,맑음,"10,785","9,398",193,"1,194",120,0,"3,516","14,301"
2018-09-23,일,1,구름 많음,"10,061","8,765",201,"1,095",367,0,"3,004","13,065"
2018-09-24,월,1,맑음,"15,565","13,551",413,"1,601",15,32,"4,096","19,661"
2018-09-25,화,1,맑음,"23,063","19,727",475,"2,861",296,0,"6,495","29,558"
2018-09-26,수,1,구름 조금,"15,663","13,346",308,"2,009",109,38,"5,468","21,131"
2018-09-27,목,0,,"3,363","2,444",429,490,35,731,"1,790","5,153"
2018-09-28,금,0,,"3,631","1,901",158,"1,572",24,"2,060","2,279","5,910"
2018-09-29,토,1,,"15,592","13,378",199,"2,015",170,256,"6,697","22,289"
2018-09-30,일,1,,"15,058","12,985",175,"1,898",83,306,"4,810","19,868"
2018-10-01,월,0,구름 많음,"1,518","1,364",20,134,21,593,"1,689","3,207"
2018-10-02,화,0,맑음,"2,028","1,680",138,210,27,"1,321","2,835","4,863"
2018-10-03,수,1,맑음,"20,659","17,506",245,"2,908",164,138,"6,790","27,449"
2018-10-04,목,0,구름 조금,"1,860","1,614",17,229,31,883,"2,299","4,159"
2018-10-05,금,0,비,935,273,444,218,6,914,491,"1,426"
2018-10-06,토,1,비,913,800,24,89,14,55,442,"1,355"
2018-10-07,일,1,구름 조금,"16,157","13,477",301,"2,379",117,66,"5,903","22,060"
2018-10-08,월,0,구름 조금,"7,914","5,534",731,"1,649",53,"1,062","3,697","11,611"
2018-10-09,화,1,구름 많음,"19,382","16,005",388,"2,989",30,320,"8,132","27,514"
2018-10-10,수,0,구름 조금,"1,752","1,021",542,189,6,"1,019","1,632","3,384"
2018-10-11,목,0,구름 조금,"2,264","1,541",229,494,27,"2,031","2,807","5,071"
2018-10-12,금,0,맑음,"4,783","1,819","2,194",770,40,"3,996","3,512","8,295"
2018-10-13,토,1,맑음,"12,039","10,338",209,"1,492",36,"1,106","4,602","16,641"
2018-10-14,일,1,구름 많음,"13,028","10,960",237,"1,831",62,52,"4,734","17,762"
2018-10-15,월,0,맑음,"6,105","3,839",250,"2,016",37,"4,767","1,475","7,580"
2018-10-16,화,0,구름 많음,"2,597","1,311",709,577,28,"1,588","2,264","4,861"
2018-10-17,수,0,맑음,"2,754","1,687",222,845,53,"1,778","3,149","5,903"
2018-10-18,목,0,비,"2,686","1,799",123,764,23,"1,359","2,460","5,146"
2018-10-19,금,0,,"8,266","4,349","2,925",992,14,"4,282","3,119","11,385"
2018-10-20,토,1,,"16,658","14,068",305,"2,285",76,"2,527","5,857","22,515"
2018-10-21,일,1,,"15,861","13,338",361,"2,162",139,118,"5,505","21,366"
2018-10-22,월,0,,"2,265","2,041",128,96,65,331,"2,190","4,455"
2018-10-23,화,0,비,"1,350",733,214,403,2,692,"1,055","2,405"
2018-10-24,수,0,맑음,"2,693","2,077",32,584,26,"1,102","2,547","5,240"
2018-10-25,목,0,구름 조금,"3,396","2,549",202,645,10,"1,475","3,266","6,662"
2018-10-26,금,0,비,"13,684","10,467","1,122","2,095",8,"13,007",602,"14,286"
2018-10-27,토,1,구름 많음,"14,941","11,443",402,"3,096",107,"7,691","6,620","21,561"
2018-10-28,일,1,비,"3,568","3,067",118,383,29,0,"1,348","4,916"
2018-10-29,월,0,구름 많음,"1,550","1,405",39,106,11,690,"1,792","3,342"
2018-10-30,화,0,구름 조금,"1,727","1,351",27,349,3,761,"2,059","3,786"
2018-10-31,수,0,맑음,"3,799","1,303","2,282",214,48,"1,041","1,931","5,730"
2018-11-01,목,0,맑음,"1,581","1,323",60,198,31,890,"2,342","3,923"
2018-11-02,금,0,맑음,"3,208","2,486",320,402,41,"1,250","1,944","5,152"
2018-11-03,토,1,맑음,"11,573","9,817",231,"1,525",152,436,"5,053","16,626"
2018-11-04,일,1,구름 조금,"12,125","10,223",307,"1,595",79,195,"3,778","15,903"
2018-11-05,월,0,구름 조금,"1,342","1,267",12,63,18,30,"1,438","2,780"
2018-11-06,화,0,구름 많음,838,689,48,101,23,136,"1,270","2,108"
2018-11-07,수,0,흐림,558,495,3,60,6,226,763,"1,321"
2018-11-08,목,0,비,249,106,140,3,4,205,327,576
2018-11-09,금,0,구름 조금,"1,727",916,525,286,32,880,"1,195","2,922"
2018-11-10,토,1,맑음,"4,053","3,376",132,545,87,288,"2,180","6,233"
2018-11-11,일,1,비,"3,750","3,061",236,453,13,677,"1,454","5,204"
2018-11-12,월,0,맑음,"1,129",981,15,133,27,86,"1,187","2,316"
2018-11-13,화,0,맑음,896,844,9,43,10,30,"1,348","2,244"
2018-11-14,수,0,맑음,970,859,75,36,14,50,"1,249","2,219"
2018-11-15,목,0,구름 많음,971,758,144,69,19,81,940,"1,911"
2018-11-16,금,0,구름 많음,750,674,44,32,11,151,876,"1,626"
2018-11-17,토,1,구름 많음,"4,722","4,052",117,553,51,137,"1,937","6,659"
2018-11-18,일,1,구름 많음,"4,689","4,023",111,555,30,0,"1,715","6,404"
2018-11-19,월,0,구름 조금,584,544,14,26,15,73,799,"1,383"
2018-11-20,화,0,맑음,508,480,8,20,27,0,919,"1,427"
2018-11-21,수,0,비,315,277,32,6,4,151,578,893
2018-11-22,목,0,맑음,"4,251",553,25,"3,673",29,"3,809",713,"4,964"
2018-11-23,금,0,맑음,466,396,37,33,21,0,742,"1,208"
2018-11-24,토,1,구름 많음,700,625,14,61,20,0,704,"1,404"
2018-11-25,일,1,구름 조금,"2,318","1,996",70,252,50,67,"1,381","3,699"
2018-11-26,월,0,맑음,439,411,12,16,23,0,730,"1,169"
2018-11-27,화,0,구름 많음,297,223,65,9,8,33,626,923
2018-11-28,수,0,구름 조금,241,206,23,12,2,32,654,895
2018-11-29,목,0,구름 많음,"7,705","7,646",18,41,16,"7,527",767,"8,472"
2018-11-30,금,0,구름 조금,398,311,42,45,30,30,589,987
2018-12-01,토,1,맑음,"2,440","2,106",35,299,46,28,"1,565","4,005"
2018-12-02,일,1,흐림,"2,221","1,851",80,290,26,0,"1,160","3,381"
2018-12-03,월,0,흐림,55,44,10,1,0,0,301,356
2018-12-04,화,0,구름 많음,144,116,23,5,4,0,466,610
2018-12-05,수,0,구름 많음,213,150,7,56,19,43,602,815
2018-12-06,목,0,구름 많음,185,161,18,6,0,0,693,878
2018-12-07,금,0,구름 조금,130,81,29,20,18,0,310,440
2018-12-08,토,1,구름 조금,323,200,14,109,13,79,484,807
2018-12-09,일,1,구름 조금,263,227,18,18,10,0,545,808
2018-12-10,월,0,맑음,125,102,17,6,9,0,428,553
2018-12-11,화,0,흐림,326,64,248,14,0,0,671,997
2018-12-12,수,0,맑음,"1,552",959,156,437,6,121,537,"2,089"
2018-12-13,목,0,구름 조금,464,82,373,9,5,359,390,854
2018-12-14,금,0,맑음,96,80,12,4,7,0,360,456
2018-12-15,토,1,구름 조금,594,465,66,63,22,0,787,"1,381"
2018-12-16,일,1,흐림,429,359,18,52,14,0,705,"1,134"
2018-12-17,월,0,맑음,159,148,4,7,15,0,497,656
2018-12-18,화,0,구름 조금,177,143,24,10,22,0,684,861
2018-12-19,수,0,구름 조금,207,173,29,5,0,36,602,809
2018-12-20,목,0,구름 조금,269,202,55,12,13,0,607,876
2018-12-21,금,0,구름 많음,"1,102",162,932,8,1,0,528,"1,630"
2018-12-22,토,1,구름 조금,972,816,80,76,23,41,"1,010","1,982"
2018-12-23,일,1,맑음,"1,638","1,422",52,164,41,32,"1,310","2,948"
2018-12-24,월,0,맑음,499,451,18,30,19,0,483,982
2018-12-25,화,1,흐림,"1,709","1,427",165,117,28,0,693,"2,402"
2018-12-26,수,0,구름 조금,250,223,10,17,23,0,502,752
2018-12-27,목,0,맑음,"3,498","2,960",33,505,10,"3,422",445,"3,943"
2018-12-28,금,0,맑음,70,59,7,4,14,0,287,357
2018-12-29,토,1,맑음,238,198,13,27,27,0,496,734
2018-12-30,일,1,맑음,449,371,21,57,37,0,466,915
2018-12-31,월,0,맑음,390,343,22,25,17,0,444,834
2019-01-01,화,0,구름 조금,919,776,48,95,54,0,605,"1,524"
2019-01-02,수,0,맑음,175,147,14,14,11,0,459,634
2019-01-03,목,0,맑음,182,153,8,21,16,0,595,777
2019-01-04,금,0,구름 많음,181,144,14,23,3,0,509,690
2019-01-05,토,1,,740,621,32,87,16,0,861,"1,601"
2019-01-06,일,1,,"1,013",842,34,137,17,0,"1,044","2,057"
2019-01-07,월,0,,213,158,8,47,26,0,560,773
2019-01-08,화,0,,152,125,12,15,5,0,652,804
2019-01-09,수,0,구름 많음,100,82,10,8,7,0,429,529
2019-01-10,목,0,구름 많음,203,159,19,25,16,31,636,839
2019-01-11,금,0,,248,198,26,24,29,0,566,814
2019-01-12,토,1,맑음,839,713,42,84,5,30,"1,016","1,855"
2019-01-13,일,1,,887,763,31,93,56,30,793,"1,680"
2019-01-14,월,0,,112,93,11,8,5,0,321,433
2019-01-15,화,0,,119,94,11,14,5,0,374,493
2019-01-16,수,0,맑음,169,141,11,17,12,0,505,674
2019-01-17,목,0,맑음,544,366,18,160,9,301,676,"1,220"
2019-01-18,금,0,맑음,238,180,20,38,6,0,572,810
2019-01-19,토,1,흐림,886,737,36,113,21,0,852,"1,738"
2019-01-20,일,1,맑음,"1,139",970,28,141,14,0,925,"2,064"
2019-01-21,월,0,구름 조금,214,147,24,43,6,0,517,731
2019-01-22,화,0,구름 조금,300,257,17,26,4,38,688,988
2019-01-23,수,0,맑음,213,172,11,30,11,0,543,756
2019-01-24,목,0,구름 조금,290,231,12,47,4,0,720,"1,010"
2019-01-25,금,0,,256,198,25,33,16,0,626,882
2019-01-26,토,1,,885,736,35,114,11,73,"1,138","2,023"
2019-01-27,일,1,,"1,400","1,197",42,161,32,0,991,"2,391"
2019-01-28,월,0,,223,191,12,20,7,0,480,703
2019-01-29,화,0,구름 조금,313,267,20,26,22,0,625,938
2019-01-30,수,0,구름 많음,215,173,24,18,10,0,501,716
2019-01-31,목,0,구름 많음,"1,089",888,29,172,11,934,535,"1,624"
2019-02-01,금,0,맑음,168,137,15,16,15,0,458,626
2019-02-02,토,1,구름 많음,780,678,24,78,30,32,850,"1,630"
2019-02-03,일,1,비,148,129,6,13,1,30,257,405
2019-02-04,월,1,,"1,883","1,631",59,193,78,0,667,"2,550"
2019-02-05,화,1,,"3,064","2,619",101,344,200,30,791,"3,855"
2019-02-06,수,1,,"2,453","2,057",98,298,83,0,"1,593","4,046"
2019-02-07,목,0,구름 조금,433,338,13,82,9,0,563,996
2019-02-08,금,0,,395,143,203,49,11,192,376,771
2019-02-09,토,1,맑음,910,745,40,125,21,63,861,"1,771"
